actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/effort/max,test/effort/mean,test/effort/min,test/effort/size,test/effort/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,test/rwd_metrics/act_reg/max,test/rwd_metrics/act_reg/mean,test/rwd_metrics/act_reg/min,test/rwd_metrics/act_reg/size,test/rwd_metrics/act_reg/std,test/rwd_metrics/dense/max,test/rwd_metrics/dense/mean,test/rwd_metrics/dense/min,test/rwd_metrics/dense/size,test/rwd_metrics/dense/std,test/rwd_metrics/distance/max,test/rwd_metrics/distance/mean,test/rwd_metrics/distance/min,test/rwd_metrics/distance/size,test/rwd_metrics/distance/std,test/rwd_metrics/done/max,test/rwd_metrics/done/mean,test/rwd_metrics/done/min,test/rwd_metrics/done/size,test/rwd_metrics/done/std,test/rwd_metrics/lose/max,test/rwd_metrics/lose/mean,test/rwd_metrics/lose/min,test/rwd_metrics/lose/size,test/rwd_metrics/lose/std,test/rwd_metrics/solved/max,test/rwd_metrics/solved/mean,test/rwd_metrics/solved/min,test/rwd_metrics/solved/size,test/rwd_metrics/solved/std,test/rwd_metrics/sparse/max,test/rwd_metrics/sparse/mean,test/rwd_metrics/sparse/min,test/rwd_metrics/sparse/size,test/rwd_metrics/sparse/std,test/rwd_metrics/vel_reward/max,test/rwd_metrics/vel_reward/mean,test/rwd_metrics/vel_reward/min,test/rwd_metrics/vel_reward/size,test/rwd_metrics/vel_reward/std,test/terminated/max,test/terminated/mean,test/terminated/min,test/terminated/size,test/terminated/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
None,None,None,None,None,None,None,None,None,None,None,None,None,1.0,-0.00806901,-1.0,2660,0.91387457,0.36916687327622677,0.36211589561783303,0.35106433583244495,10,0.005215182796505857,362,266.0,173,10,60.88513775955508,25517.680967330933,18544.373449516297,11727.330768585205,10,4286.888406575836,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-199.64374389717506,-459.81628439805536,-920.5020096920351,10,246.75891733625747,0,0.0,0,10,0.0,-100,-100.0,-100,10,0.0,0,0.0,0,10,0.0,0.0,0.0,0.0,10,0.0,26018.791117505927,19104.18972920534,12615.472456560588,10,4192.681186361573,0.005780346820809248,0.003987815707671793,0.0027624309392265192,10,0.0010219504804864841,1.0,-0.08086075,-1.0,3125,0.99187446,90,18.97848233837951,6,10503,8.681206011209046,6051.521350860596,1367.6463419174133,353.7895908355713,10503,641.645636031691,10503.0,135.91331148147583,200000.0,1.0,135.91331148147583,200000.0,1471.5262090222766,3125.0
0.23676068,0.012663172,14.233334,-0.0047236895,0.0062776827,0.0058623566,4.6832995,191.04897,191.05519,7.3866744,3937.2217,224007.16,3368.1248,1.0,-0.008448894,-1.0,3613,0.9144431,0.37662774931716236,0.3647813857402923,0.3562043933609056,10,0.006084526704762453,729,361.3,115,10,200.08700607485733,48171.54159927368,24665.26015472412,8825.709072113037,10,12824.845296369198,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-19.525786196793838,-469.27615904273006,-1102.0929069214617,10,344.53804537568146,0,0.0,0,10,0.0,0,-90.0,-100,10,30.0,100,10.0,0,10,30.0,0.0,0.0,0.0,10,0.0,49373.634484028196,25214.536303178822,8745.234853213226,10,12972.351575354662,0.008695652173913044,0.003712806368253424,0.0013717421124828531,10,0.0020573897117394367,6.213818,-0.01435991,-6.054829,3125,1.3127519,814,299.89240506329116,7,632,188.51872067140377,52959.20067214966,20541.181494039825,421.37052154541016,632,12531.31655956935,11135.0,222.49781012535095,200000.0,2.0,358.4111216068268,400000.0,898.8852514428069,6250.0
0.007539433,0.00045205696,22.206059,-0.003595472,0.00015109763,0.005371957,10.87899,199.77888,199.76762,19.176197,4464.3335,90740.57,4058.4,1.0,-0.011925724,-1.0,3462,0.9072546,0.36604473248258407,0.3581705521212719,0.3483216601178122,10,0.005151949383960293,623,346.2,177,10,152.74737313616885,42853.82177734375,24005.246845436097,13009.96713256836,10,10086.13251092696,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-73.00125395394932,-502.30224632238605,-1359.3643138780212,10,359.84473245695966,0,0.0,0,10,0.0,0,-90.0,-100,10,30.0,100,10.0,0,10,30.0,0.0,0.0,0.0,10,0.0,43297.17427811641,24587.549090866745,13241.85171744243,10,10236.236076708827,0.005649717514124294,0.003439025814535447,0.0016051364365971107,10,0.001329180052413187,6.2664948,-0.03474054,-6.1747146,3125,1.3158667,852,310.06389776357827,34,626,189.12987847786042,55886.28148651123,21194.11381498465,2452.3451862335205,626,12435.750532810138,11761.0,224.7803213596344,200000.0,3.0,583.1914429664612,600000.0,889.7576032913155,9375.0
0.00042759845,2.712399e-05,29.55511,-0.0026886312,7.08388e-06,0.0050530396,15.53519,203.4017,203.386,30.613564,4540.88,71084.84,4267.636,1.0,0.0071325125,-1.0,2587,0.9082929,0.37636186346732886,0.3639657079053086,0.3427305369797458,10,0.008684788238991194,402,258.7,173,10,76.70338975560337,26634.996295928955,17931.46422481537,12093.709377288818,10,5160.6671354515765,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-193.09174862643724,-512.8316530567386,-1620.2669728521464,10,401.6870168840772,0,0.0,0,10,0.0,-100,-100.0,-100,10,0.0,0,0.0,0,10,0.0,0.0,0.0,0.0,10,0.0,28355.26327178224,18544.29589248656,12483.078712823113,10,5356.953989073082,0.005780346820809248,0.004179831627109613,0.0024875621890547263,10,0.0010929389981113307,5.7814136,-0.017047841,-6.173959,3125,1.3189157,905,334.7206611570248,41,605,209.36558161072998,58644.08423233032,22821.398148672244,3116.6728649139404,605,13795.812753829909,12366.0,212.22214794158936,200000.0,4.0,795.4135909080505,800000.0,942.4087068190767,12500.0
2.6885797e-05,1.7796358e-06,35.57609,-0.0020908602,3.712283e-07,0.004936947,16.112516,205.37468,205.35774,42.072357,4696.4443,63453.504,4482.9106,1.0,0.012283311,-1.0,2060,0.91526526,0.38098511726802514,0.371598130022051,0.36598010402529263,10,0.00462959755663142,379,206.0,115,10,81.00987594114683,25266.25970840454,14507.150475311279,8950.356155395508,10,5047.102620204216,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-19.23309603319409,-205.72249591577247,-725.7949387912543,10,197.79410594515517,0,0.0,0,10,0.0,0,-80.0,-100,10,40.0,100,20.0,0,10,40.0,0.0,0.0,0.0,10,0.0,25562.46203363878,14772.872953397193,8869.589250480898,10,5170.20035006566,0.008695652173913044,0.0055375872926985165,0.002638522427440633,10,0.0018259215118451315,6.01538,-0.0035190233,-6.0335855,3125,1.3185151,907,355.5870736086176,42,557,219.73508216033855,60292.53937911987,24255.87477181159,3156.84236907959,557,14527.47900255212,12923.0,209.04758524894714,200000.0,5.0,1004.4611761569977,1000000.0,956.7199724494654,15625.0
2.6486848e-06,1.8268163e-07,39.447887,-0.00091043056,2.9213107e-08,0.004066262,16.250118,209.0927,209.0762,53.259663,5009.0757,51785.824,4897.519,1.0,0.019800024,-1.0,2445,0.91447437,0.3888984243176413,0.37141615281116397,0.3495203760394172,10,0.011731227931138632,381,244.5,160,10,61.4967478814937,27552.3352394104,17245.178153610228,10855.430194854736,10,4642.52537738205,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-132.33425800825935,-376.65352624414214,-909.9799999423639,10,257.3407332266614,0,0.0,0,10,0.0,0,-80.0,-100,10,40.0,100,20.0,0,10,40.0,0.0,0.0,0.0,10,0.0,27827.206190590317,17681.831687580234,11558.791840953483,10,4481.319085578252,0.00625,0.0043492682581383856,0.0026246719160104987,10,0.0010808238462830797,6.957377,0.01153931,-6.208791,3125,1.3200206,841,386.05736137667304,1,523,216.71297368192455,55977.11931991577,26318.5607701442,-30.13970375061035,523,14409.726406517384,13446.0,212.02293372154236,200000.0,6.0,1216.48410987854,1200000.0,943.2941828013165,18750.0
7.389323e-07,5.180067e-08,38.334568,8.955091e-05,7.313919e-09,0.0029772143,16.367607,212.24509,212.22903,63.925808,5269.061,43832.527,5238.7812,1.0,0.025391595,-1.0,3111,0.9120488,0.3859912512691399,0.3725107641326072,0.35664639583260993,10,0.007234834088886497,577,311.1,149,10,144.59491692310624,39799.92027282715,21334.79291305542,10615.441944122314,10,9868.209488845048,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-156.93375608066145,-929.9327349829139,-3444.9678982879086,10,992.7747361924958,0,0.0,0,10,0.0,-100,-100.0,-100,10,0.0,0,0.0,0,10,0.0,0.0,0.0,0.0,10,0.0,40708.92677431383,22364.72562917498,10872.375691387126,10,10159.141050818595,0.006711409395973154,0.003916739038137133,0.0017331022530329288,10,0.0016169081519971657,6.642084,0.012478321,-6.375969,3125,1.3207881,857,401.6267748478702,44,493,221.49216134817416,57130.628995895386,27413.068442955944,3088.4596576690674,493,14679.203460815601,13939.0,216.5460696220398,200000.0,7.0,1433.0301795005798,1400000.0,923.5909954361242,21875.0
4.120355e-07,2.9068897e-08,35.61387,-0.0002553684,3.893943e-09,0.0031044774,16.383368,212.67755,212.66156,74.84815,5326.802,41338.945,5300.932,1.0,0.033699173,-1.0,3069,0.9128424,0.39139721152683715,0.3756496552199543,0.3624450677256976,10,0.009587336103822897,506,306.9,144,10,137.10904419475764,35838.73734474182,20842.84951877594,10086.754806518555,10,9278.077633020397,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-65.95347943690938,-1105.9179831715364,-4871.323764417314,10,1430.1561386902613,0,0.0,0,10,0.0,-100,-100.0,-100,10,0.0,0,0.0,0,10,0.0,0.0,0.0,0.0,10,0.0,36560.73346616594,22048.76750516179,10252.708320736365,10,10063.804603720922,0.006944444444444444,0.00400587813634116,0.001976284584980237,10,0.0017879198626003943,6.1325545,0.009981272,-6.6048675,3125,1.3209432,933,394.1868787276342,50,503,230.60313534428693,60271.69195175171,26898.13519346643,3641.6695728302,503,15309.799394897242,14442.0,217.35453248023987,200000.0,8.0,1650.3847119808197,1600000.0,920.1556448710468,25000.0
2.8905276e-07,2.0477932e-08,33.3837,-0.00012869008,2.6462887e-09,0.002799386,16.394705,212.95517,212.93904,85.251945,5372.6304,41373.734,5349.28,1.0,0.022202635,-1.0,3129,0.91695696,0.38738100830528627,0.3735924286662836,0.36206567326748695,10,0.007569080864820852,584,312.9,153,10,168.22927807013858,40084.82205963135,21947.46850910187,11068.843254089355,10,11661.265881617988,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-28.21394745316767,-406.0816103205314,-1344.0718884566193,10,360.5381724114019,0,0.0,0,10,0.0,0,-90.0,-100,10,30.0,100,10.0,0,10,30.0,0.0,0.0,0.0,10,0.0,41528.893944490716,22433.550122245513,10997.057202086984,10,11907.221408825088,0.006535947712418301,0.004086853417878157,0.0017123287671232876,10,0.0017287531942200259,6.0714087,0.0022195925,-6.010754,3125,1.3210613,978,422.8191489361702,51,470,245.39499044488645,63824.31128692627,28729.725246847436,3797.362937927246,470,16266.27682103689,14912.0,225.91064834594727,200000.0,9.0,1876.295360326767,1800000.0,885.3057678526551,28125.0
2.2384938e-07,1.5871585e-08,31.671486,-0.00034318148,2.036363e-09,0.0028769,16.401299,213.17188,213.15569,93.57295,5413.343,39687.2,5392.2686,1.0,0.020412268,-1.0,3633,0.91517186,0.3892896828051058,0.3740267473245132,0.3655900868326582,10,0.006306668553701017,598,363.3,179,10,140.4948753513807,41345.307273864746,24861.40663204193,12107.421031951904,10,9888.837130548785,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-81.87988012401098,-809.5826052439058,-5191.347011833956,10,1475.6072098898499,0,0.0,0,10,0.0,-100,-100.0,-100,10,0.0,0,0.0,0,10,0.0,0.0,0.0,0.0,10,0.0,41895.79912032443,25770.989252083953,12360.82000056261,10,10400.471513366898,0.00558659217877095,0.003225259979013362,0.0016722408026755853,10,0.001271763443443469,6.002842,-0.00078921625,-6.2391076,3125,1.3213514,917,464.41108545034643,46,433,247.72365417507433,58214.05672836304,31586.78355903053,3513.891460418701,433,16535.833452761413,15345.0,220.8137650489807,200000.0,10.0,2097.1091253757477,2000000.0,905.7406360316178,31250.0
